time,temperature,precipitation,humidity,windspeed_10m,is_day,shortwave,year,month,day,id
"2020-02-01 00:00:00",8.7,0.0,61,7.0,0,0.0,2020,2,1,
"2020-02-01 01:00:00",8.6,0.0,60,4.8,0,0.0,2020,2,1,
"2020-02-01 02:00:00",7.7,0.0,61,4.3,0,0.0,2020,2,1,
"2020-02-01 03:00:00",7.1,0.0,62,5.7,0,0.0,2020,2,1,
"2020-02-01 04:00:00",8.9,0.0,52,2.4,0,0.0,2020,2,1,
"2020-02-01 05:00:00",9.9,0.0,48,2.7,0,0.0,2020,2,1,
"2020-02-01 06:00:00",9.1,0.0,64,4.7,0,0.0,2020,2,1,
"2020-02-01 07:00:00",5.6,0.0,88,7.7,0,0.0,2020,2,1,
"2020-02-01 08:00:00",8.0,0.0,80,6.4,1,39.0,2020,2,1,
"2020-02-01 09:00:00",10.5,0.0,73,9.7,1,206.0,2020,2,1,
"2020-02-01 10:00:00",12.6,0.0,63,9.7,1,466.0,2020,2,1,
"2020-02-01 11:00:00",15.0,0.0,53,10.5,1,668.0,2020,2,1,
"2020-02-01 12:00:00",17.2,0.0,46,8.3,1,750.0,2020,2,1,
"2020-02-01 13:00:00",18.9,0.3,40,4.7,1,704.0,2020,2,1,
"2020-02-01 14:00:00",19.9,0.2,35,4.5,1,575.0,2020,2,1,
"2020-02-01 15:00:00",20.3,0.1,31,2.5,1,552.0,2020,2,1,
"2020-02-01 16:00:00",20.8,0.0,30,6.9,1,506.0,2020,2,1,
"2020-02-01 17:00:00",20.1,0.0,33,13.6,1,364.0,2020,2,1,
"2020-02-01 18:00:00",18.0,0.0,47,6.4,1,130.0,2020,2,1,
"2020-02-01 19:00:00",15.0,0.0,51,21.1,0,10.0,2020,2,1,
"2020-02-01 20:00:00",12.4,0.0,63,11.6,0,0.0,2020,2,1,
"2020-02-01 21:00:00",11.9,0.0,66,11.6,0,0.0,2020,2,1,
"2020-02-01 22:00:00",11.2,0.0,70,6.9,0,0.0,2020,2,1,
"2020-02-01 23:00:00",10.4,0.0,74,3.1,0,0.0,2020,2,1,
"2020-02-02 00:00:00",10.4,0.0,74,1.9,0,0.0,2020,2,2,
"2020-02-02 01:00:00",8.8,0.0,83,4.7,0,0.0,2020,2,2,
"2020-02-02 02:00:00",8.4,0.0,85,4.7,0,0.0,2020,2,2,
"2020-02-02 03:00:00",8.8,0.0,82,3.3,0,0.0,2020,2,2,
"2020-02-02 04:00:00",8.4,0.0,85,4.6,0,0.0,2020,2,2,
"2020-02-02 05:00:00",8.6,0.0,82,4.8,0,0.0,2020,2,2,
"2020-02-02 06:00:00",7.9,0.0,87,3.0,0,0.0,2020,2,2,
"2020-02-02 07:00:00",8.1,0.0,86,3.6,0,0.0,2020,2,2,
"2020-02-02 08:00:00",8.6,0.0,83,1.3,1,36.0,2020,2,2,
"2020-02-02 09:00:00",11.0,0.0,72,4.0,1,219.0,2020,2,2,
"2020-02-02 10:00:00",13.2,0.0,62,4.3,1,377.0,2020,2,2,
"2020-02-02 11:00:00",15.8,0.0,51,6.2,1,548.0,2020,2,2,
"2020-02-02 12:00:00",17.0,0.0,45,5.8,1,481.0,2020,2,2,
"2020-02-02 13:00:00",18.8,0.0,40,6.0,1,552.0,2020,2,2,
"2020-02-02 14:00:00",20.6,0.0,34,6.6,1,608.0,2020,2,2,
"2020-02-02 15:00:00",21.8,0.0,28,8.0,1,497.0,2020,2,2,
"2020-02-02 16:00:00",22.5,0.0,26,5.4,1,502.0,2020,2,2,
"2020-02-02 17:00:00",21.7,0.0,28,2.4,1,234.0,2020,2,2,
"2020-02-02 18:00:00",19.4,0.0,45,6.6,1,86.0,2020,2,2,
"2020-02-02 19:00:00",17.1,0.0,43,7.7,0,8.0,2020,2,2,
"2020-02-02 20:00:00",16.3,0.0,36,7.7,0,0.0,2020,2,2,
"2020-02-02 21:00:00",14.8,0.0,37,7.3,0,0.0,2020,2,2,
"2020-02-02 22:00:00",12.9,0.0,43,6.3,0,0.0,2020,2,2,
"2020-02-02 23:00:00",11.7,0.0,48,6.7,0,0.0,2020,2,2,
"2020-02-03 00:00:00",10.5,0.0,54,5.5,0,0.0,2020,2,3,
"2020-02-03 01:00:00",10.1,0.0,59,6.8,0,0.0,2020,2,3,
"2020-02-03 02:00:00",9.0,0.0,65,7.2,0,0.0,2020,2,3,
"2020-02-03 03:00:00",8.9,0.0,67,8.7,0,0.0,2020,2,3,
"2020-02-03 04:00:00",11.8,0.0,57,6.2,0,0.0,2020,2,3,
"2020-02-03 05:00:00",11.2,0.0,61,4.0,0,0.0,2020,2,3,
"2020-02-03 06:00:00",12.6,0.0,55,3.9,0,0.0,2020,2,3,
"2020-02-03 07:00:00",12.5,0.0,56,2.8,0,0.0,2020,2,3,
"2020-02-03 08:00:00",12.4,0.0,62,3.1,1,50.0,2020,2,3,
"2020-02-03 09:00:00",16.4,0.0,49,5.8,1,269.0,2020,2,3,
"2020-02-03 10:00:00",18.6,0.0,43,23.5,1,485.0,2020,2,3,
"2020-02-03 11:00:00",19.7,0.0,38,25.6,1,671.0,2020,2,3,
"2020-02-03 12:00:00",20.4,0.0,34,29.5,1,802.0,2020,2,3,
"2020-02-03 13:00:00",21.2,0.0,31,29.9,1,861.0,2020,2,3,
"2020-02-03 14:00:00",21.1,0.0,32,30.0,1,821.0,2020,2,3,
"2020-02-03 15:00:00",20.3,0.0,36,26.0,1,690.0,2020,2,3,
"2020-02-03 16:00:00",20.1,0.0,37,22.5,1,573.0,2020,2,3,
"2020-02-03 17:00:00",18.8,0.1,41,20.5,1,388.0,2020,2,3,
"2020-02-03 18:00:00",17.5,0.0,44,13.0,1,164.0,2020,2,3,
"2020-02-03 19:00:00",15.6,0.0,52,7.3,0,9.0,2020,2,3,
"2020-02-03 20:00:00",14.1,0.0,61,7.3,0,0.0,2020,2,3,
"2020-02-03 21:00:00",15.8,0.0,54,3.6,0,0.0,2020,2,3,
"2020-02-03 22:00:00",14.5,0.0,58,6.4,0,0.0,2020,2,3,
"2020-02-03 23:00:00",11.4,0.0,71,9.5,0,0.0,2020,2,3,
"2020-02-04 00:00:00",11.0,0.0,74,8.4,0,0.0,2020,2,4,
"2020-02-04 01:00:00",9.1,0.0,83,8.3,0,0.0,2020,2,4,
"2020-02-04 02:00:00",9.0,0.0,83,7.2,0,0.0,2020,2,4,
"2020-02-04 03:00:00",8.0,0.0,83,8.0,0,0.0,2020,2,4,
"2020-02-04 04:00:00",7.5,0.0,83,9.7,0,0.0,2020,2,4,
"2020-02-04 05:00:00",7.3,0.0,84,10.5,0,0.0,2020,2,4,
"2020-02-04 06:00:00",9.0,0.0,83,13.1,0,0.0,2020,2,4,
"2020-02-04 07:00:00",8.6,0.0,84,10.2,0,0.0,2020,2,4,
"2020-02-04 08:00:00",12.4,0.0,72,5.2,1,46.0,2020,2,4,
"2020-02-04 09:00:00",15.9,0.0,58,7.9,1,246.0,2020,2,4,
"2020-02-04 10:00:00",19.0,0.0,44,13.0,1,496.0,2020,2,4,
"2020-02-04 11:00:00",20.4,0.0,40,17.1,1,671.0,2020,2,4,
"2020-02-04 12:00:00",21.0,0.0,38,16.6,1,744.0,2020,2,4,
"2020-02-04 13:00:00",21.1,0.0,37,19.3,1,708.0,2020,2,4,
"2020-02-04 14:00:00",20.9,0.0,38,20.0,1,674.0,2020,2,4,
"2020-02-04 15:00:00",20.8,0.0,37,21.1,1,609.0,2020,2,4,
"2020-02-04 16:00:00",20.0,0.0,39,19.6,1,463.0,2020,2,4,
"2020-02-04 17:00:00",18.7,0.0,45,19.1,1,299.0,2020,2,4,
"2020-02-04 18:00:00",17.8,0.0,47,14.4,1,122.0,2020,2,4,
"2020-02-04 19:00:00",16.0,0.0,57,7.1,0,8.0,2020,2,4,
"2020-02-04 20:00:00",15.7,0.0,57,7.1,0,0.0,2020,2,4,
"2020-02-04 21:00:00",13.6,0.0,62,7.6,0,0.0,2020,2,4,
"2020-02-04 22:00:00",11.9,0.0,70,10.5,0,0.0,2020,2,4,
"2020-02-04 23:00:00",14.6,0.0,59,8.1,0,0.0,2020,2,4,
"2020-02-05 00:00:00",13.0,0.0,67,8.1,0,0.0,2020,2,5,
"2020-02-05 01:00:00",13.5,0.0,66,7.4,0,0.0,2020,2,5,
"2020-02-05 02:00:00",13.2,0.0,68,5.9,0,0.0,2020,2,5,
"2020-02-05 03:00:00",12.8,0.0,69,7.2,0,0.0,2020,2,5,
"2020-02-05 04:00:00",8.8,0.0,85,9.7,0,0.0,2020,2,5,
"2020-02-05 05:00:00",8.8,0.0,85,9.3,0,0.0,2020,2,5,
"2020-02-05 06:00:00",9.2,0.0,85,12.7,0,0.0,2020,2,5,
"2020-02-05 07:00:00",9.4,0.0,85,8.0,0,0.0,2020,2,5,
"2020-02-05 08:00:00",12.8,0.0,74,11.2,1,40.0,2020,2,5,
"2020-02-05 09:00:00",15.2,0.0,66,14.3,1,168.0,2020,2,5,
"2020-02-05 10:00:00",16.9,0.1,57,17.7,1,332.0,2020,2,5,
"2020-02-05 11:00:00",17.1,0.1,56,19.4,1,355.0,2020,2,5,
"2020-02-05 12:00:00",16.5,0.3,59,17.4,1,276.0,2020,2,5,
"2020-02-05 13:00:00",16.4,0.5,63,16.5,1,337.0,2020,2,5,
"2020-02-05 14:00:00",17.1,0.4,58,16.9,1,363.0,2020,2,5,
"2020-02-05 15:00:00",17.9,0.0,52,21.0,1,476.0,2020,2,5,
"2020-02-05 16:00:00",17.9,0.0,49,20.9,1,477.0,2020,2,5,
"2020-02-05 17:00:00",17.1,0.2,50,15.0,1,289.0,2020,2,5,
"2020-02-05 18:00:00",15.5,0.4,56,10.5,1,100.0,2020,2,5,
"2020-02-05 19:00:00",13.4,0.0,66,7.4,0,12.0,2020,2,5,
"2020-02-05 20:00:00",13.1,0.0,67,9.2,0,0.0,2020,2,5,
"2020-02-05 21:00:00",12.6,0.0,71,8.1,0,0.0,2020,2,5,
"2020-02-05 22:00:00",11.2,0.0,75,6.8,0,0.0,2020,2,5,
"2020-02-05 23:00:00",10.7,0.0,78,6.3,0,0.0,2020,2,5,
"2020-02-06 00:00:00",11.2,0.1,78,6.9,0,0.0,2020,2,6,
"2020-02-06 01:00:00",11.3,0.5,86,4.0,0,0.0,2020,2,6,
"2020-02-06 02:00:00",11.7,0.9,89,8.7,0,0.0,2020,2,6,
"2020-02-06 03:00:00",11.2,0.2,90,5.2,0,0.0,2020,2,6,
"2020-02-06 04:00:00",11.2,0.1,87,4.8,0,0.0,2020,2,6,
"2020-02-06 05:00:00",10.7,0.0,73,7.2,0,0.0,2020,2,6,
"2020-02-06 06:00:00",8.5,0.0,75,12.8,0,0.0,2020,2,6,
"2020-02-06 07:00:00",8.5,0.1,83,6.7,0,0.0,2020,2,6,
"2020-02-06 08:00:00",11.9,0.0,78,9.3,1,29.0,2020,2,6,
"2020-02-06 09:00:00",14.4,0.0,68,9.3,1,239.0,2020,2,6,
"2020-02-06 10:00:00",16.9,0.0,50,13.2,1,484.0,2020,2,6,
"2020-02-06 11:00:00",19.7,0.0,34,10.4,1,711.0,2020,2,6,
"2020-02-06 12:00:00",22.7,0.0,13,5.1,1,858.0,2020,2,6,
"2020-02-06 13:00:00",24.5,0.0,8,13.8,1,939.0,2020,2,6,
"2020-02-06 14:00:00",25.2,0.0,9,18.8,1,926.0,2020,2,6,
"2020-02-06 15:00:00",25.0,0.0,8,16.7,1,821.0,2020,2,6,
"2020-02-06 16:00:00",23.8,0.0,10,11.0,1,670.0,2020,2,6,
"2020-02-06 17:00:00",22.8,0.0,12,9.0,1,441.0,2020,2,6,
"2020-02-06 18:00:00",21.6,0.0,11,3.0,1,205.0,2020,2,6,
"2020-02-06 19:00:00",17.9,0.0,16,6.6,0,15.0,2020,2,6,
"2020-02-06 20:00:00",13.7,0.0,38,7.6,0,0.0,2020,2,6,
"2020-02-06 21:00:00",11.6,0.0,52,7.0,0,0.0,2020,2,6,
"2020-02-06 22:00:00",9.8,0.0,56,8.2,0,0.0,2020,2,6,
"2020-02-06 23:00:00",9.4,0.0,56,9.7,0,0.0,2020,2,6,
"2020-02-07 00:00:00",9.4,0.0,56,10.2,0,0.0,2020,2,7,
"2020-02-07 01:00:00",9.4,0.0,51,8.5,0,0.0,2020,2,7,
"2020-02-07 02:00:00",8.1,0.0,46,9.9,0,0.0,2020,2,7,
"2020-02-07 03:00:00",7.0,0.0,37,10.2,0,0.0,2020,2,7,
"2020-02-07 04:00:00",6.8,0.0,35,8.7,0,0.0,2020,2,7,
"2020-02-07 05:00:00",7.0,0.0,36,7.4,0,0.0,2020,2,7,
"2020-02-07 06:00:00",6.4,0.0,39,5.7,0,0.0,2020,2,7,
"2020-02-07 07:00:00",6.2,0.0,36,4.9,0,0.0,2020,2,7,
"2020-02-07 08:00:00",9.1,0.0,32,3.1,1,30.0,2020,2,7,
"2020-02-07 09:00:00",14.2,0.0,21,3.1,1,194.0,2020,2,7,
"2020-02-07 10:00:00",18.5,0.0,20,5.9,1,513.0,2020,2,7,
"2020-02-07 11:00:00",22.0,0.0,15,7.1,1,740.0,2020,2,7,
"2020-02-07 12:00:00",24.0,0.0,11,5.5,1,853.0,2020,2,7,
"2020-02-07 13:00:00",25.0,0.0,9,5.1,1,882.0,2020,2,7,
"2020-02-07 14:00:00",25.0,0.0,10,10.1,1,785.0,2020,2,7,
"2020-02-07 15:00:00",25.2,0.0,12,12.0,1,835.0,2020,2,7,
"2020-02-07 16:00:00",24.8,0.0,14,11.6,1,678.0,2020,2,7,
"2020-02-07 17:00:00",22.7,0.0,22,17.5,1,424.0,2020,2,7,
"2020-02-07 18:00:00",20.9,0.0,23,17.0,1,205.0,2020,2,7,
"2020-02-07 19:00:00",16.9,0.0,31,10.1,0,18.0,2020,2,7,
"2020-02-07 20:00:00",14.1,0.0,39,10.1,0,0.0,2020,2,7,
"2020-02-07 21:00:00",16.1,0.0,34,7.8,0,0.0,2020,2,7,
"2020-02-07 22:00:00",11.9,0.0,47,8.1,0,0.0,2020,2,7,
"2020-02-07 23:00:00",11.3,0.0,49,8.5,0,0.0,2020,2,7,
"2020-02-08 00:00:00",10.9,0.0,51,6.8,0,0.0,2020,2,8,
"2020-02-08 01:00:00",9.6,0.0,57,4.8,0,0.0,2020,2,8,
"2020-02-08 02:00:00",8.8,0.0,59,3.2,0,0.0,2020,2,8,
"2020-02-08 03:00:00",7.9,0.0,59,3.6,0,0.0,2020,2,8,
"2020-02-08 04:00:00",7.5,0.0,58,4.6,0,0.0,2020,2,8,
"2020-02-08 05:00:00",7.0,0.0,59,4.6,0,0.0,2020,2,8,
"2020-02-08 06:00:00",5.9,0.0,57,7.1,0,0.0,2020,2,8,
"2020-02-08 07:00:00",6.5,0.0,56,3.6,0,0.0,2020,2,8,
"2020-02-08 08:00:00",9.5,0.0,49,2.0,1,52.0,2020,2,8,
"2020-02-08 09:00:00",14.0,0.0,34,3.3,1,270.0,2020,2,8,
"2020-02-08 10:00:00",17.2,0.0,31,6.0,1,509.0,2020,2,8,
"2020-02-08 11:00:00",20.3,0.0,26,9.3,1,736.0,2020,2,8,
"2020-02-08 12:00:00",22.4,0.0,20,10.5,1,884.0,2020,2,8,
"2020-02-08 13:00:00",23.7,0.0,17,10.0,1,944.0,2020,2,8,
"2020-02-08 14:00:00",24.4,0.0,16,8.7,1,924.0,2020,2,8,
"2020-02-08 15:00:00",24.8,0.0,16,8.4,1,833.0,2020,2,8,
"2020-02-08 16:00:00",24.4,0.0,18,10.0,1,658.0,2020,2,8,
"2020-02-08 17:00:00",23.0,0.0,26,17.2,1,429.0,2020,2,8,
"2020-02-08 18:00:00",20.5,0.0,29,17.7,1,187.0,2020,2,8,
"2020-02-08 19:00:00",17.2,0.0,37,16.6,0,18.0,2020,2,8,
"2020-02-08 20:00:00",15.4,0.0,43,9.7,0,0.0,2020,2,8,
"2020-02-08 21:00:00",15.8,0.0,43,7.6,0,0.0,2020,2,8,
"2020-02-08 22:00:00",11.1,0.0,61,8.2,0,0.0,2020,2,8,
"2020-02-08 23:00:00",11.2,0.0,60,8.2,0,0.0,2020,2,8,
"2020-02-09 00:00:00",10.4,0.0,57,8.7,0,0.0,2020,2,9,
"2020-02-09 01:00:00",9.9,0.0,54,7.2,0,0.0,2020,2,9,
"2020-02-09 02:00:00",8.7,0.0,57,4.8,0,0.0,2020,2,9,
"2020-02-09 03:00:00",8.0,0.0,61,4.8,0,0.0,2020,2,9,
"2020-02-09 04:00:00",7.5,0.0,65,4.3,0,0.0,2020,2,9,
"2020-02-09 05:00:00",7.0,0.0,73,3.3,0,0.0,2020,2,9,
"2020-02-09 06:00:00",6.7,0.0,75,4.8,0,0.0,2020,2,9,
"2020-02-09 07:00:00",6.6,0.0,77,4.8,0,0.0,2020,2,9,
"2020-02-09 08:00:00",10.6,0.0,59,6.1,1,59.0,2020,2,9,
"2020-02-09 09:00:00",15.7,0.0,40,5.2,1,291.0,2020,2,9,
"2020-02-09 10:00:00",19.1,0.0,34,4.7,1,532.0,2020,2,9,
"2020-02-09 11:00:00",21.7,0.0,30,5.6,1,731.0,2020,2,9,
"2020-02-09 12:00:00",23.4,0.0,27,6.5,1,869.0,2020,2,9,
"2020-02-09 13:00:00",24.4,0.0,25,7.4,1,931.0,2020,2,9,
"2020-02-09 14:00:00",25.1,0.0,23,6.9,1,916.0,2020,2,9,
"2020-02-09 15:00:00",25.4,0.0,23,9.0,1,810.0,2020,2,9,
"2020-02-09 16:00:00",25.0,0.0,24,10.2,1,624.0,2020,2,9,
"2020-02-09 17:00:00",23.9,0.0,28,12.9,1,408.0,2020,2,9,
"2020-02-09 18:00:00",22.1,0.0,34,22.0,1,197.0,2020,2,9,
"2020-02-09 19:00:00",18.9,0.0,41,18.8,0,19.0,2020,2,9,
"2020-02-09 20:00:00",17.2,0.0,45,10.8,0,0.0,2020,2,9,
"2020-02-09 21:00:00",14.2,0.0,55,9.6,0,0.0,2020,2,9,
"2020-02-09 22:00:00",12.8,0.0,60,6.8,0,0.0,2020,2,9,
"2020-02-09 23:00:00",12.4,0.0,60,4.4,0,0.0,2020,2,9,
"2020-02-10 00:00:00",12.1,0.0,59,4.6,0,0.0,2020,2,10,
"2020-02-10 01:00:00",11.6,0.0,59,6.1,0,0.0,2020,2,10,
"2020-02-10 02:00:00",10.7,0.0,64,9.0,0,0.0,2020,2,10,
"2020-02-10 03:00:00",12.2,0.0,59,8.7,0,0.0,2020,2,10,
"2020-02-10 04:00:00",14.6,0.0,51,7.9,0,0.0,2020,2,10,
"2020-02-10 05:00:00",13.0,0.0,55,8.0,0,0.0,2020,2,10,
"2020-02-10 06:00:00",14.1,0.0,51,6.1,0,0.0,2020,2,10,
"2020-02-10 07:00:00",13.5,0.0,52,6.4,0,0.0,2020,2,10,
"2020-02-10 08:00:00",13.1,0.0,61,2.8,1,59.0,2020,2,10,
"2020-02-10 09:00:00",16.4,0.0,43,1.4,1,289.0,2020,2,10,
"2020-02-10 10:00:00",19.0,0.0,40,4.8,1,530.0,2020,2,10,
"2020-02-10 11:00:00",21.5,0.0,35,6.9,1,730.0,2020,2,10,
"2020-02-10 12:00:00",23.8,0.0,30,8.2,1,868.0,2020,2,10,
"2020-02-10 13:00:00",25.8,0.0,25,8.4,1,933.0,2020,2,10,
"2020-02-10 14:00:00",26.8,0.0,23,9.1,1,904.0,2020,2,10,
"2020-02-10 15:00:00",27.0,0.0,22,11.8,1,797.0,2020,2,10,
"2020-02-10 16:00:00",26.2,0.0,22,13.4,1,608.0,2020,2,10,
"2020-02-10 17:00:00",24.5,0.0,26,16.5,1,373.0,2020,2,10,
"2020-02-10 18:00:00",22.5,0.0,38,17.5,1,183.0,2020,2,10,
"2020-02-10 19:00:00",18.8,0.0,48,10.7,0,20.0,2020,2,10,
"2020-02-10 20:00:00",16.5,0.0,56,9.0,0,0.0,2020,2,10,
"2020-02-10 21:00:00",15.3,0.0,59,6.3,0,0.0,2020,2,10,
"2020-02-10 22:00:00",14.2,0.0,62,2.8,0,0.0,2020,2,10,
"2020-02-10 23:00:00",13.5,0.0,65,6.8,0,0.0,2020,2,10,
"2020-02-11 00:00:00",14.1,0.0,58,7.6,0,0.0,2020,2,11,
"2020-02-11 01:00:00",12.6,0.0,61,11.6,0,0.0,2020,2,11,
"2020-02-11 02:00:00",13.0,0.0,58,9.5,0,0.0,2020,2,11,
"2020-02-11 03:00:00",16.0,0.0,47,7.2,0,0.0,2020,2,11,
"2020-02-11 04:00:00",12.2,0.0,63,9.7,0,0.0,2020,2,11,
"2020-02-11 05:00:00",14.5,0.0,58,7.9,0,0.0,2020,2,11,
"2020-02-11 06:00:00",12.0,0.0,67,8.9,0,0.0,2020,2,11,
"2020-02-11 07:00:00",10.0,0.0,75,10.2,0,0.0,2020,2,11,
"2020-02-11 08:00:00",13.9,0.0,59,6.7,1,61.0,2020,2,11,
"2020-02-11 09:00:00",16.7,0.0,51,5.6,1,293.0,2020,2,11,
"2020-02-11 10:00:00",18.6,0.0,45,1.3,1,536.0,2020,2,11,
"2020-02-11 11:00:00",21.0,0.0,37,3.3,1,736.0,2020,2,11,
"2020-02-11 12:00:00",23.4,0.0,31,5.5,1,874.0,2020,2,11,
"2020-02-11 13:00:00",25.2,0.0,27,8.1,1,942.0,2020,2,11,
"2020-02-11 14:00:00",26.0,0.0,25,8.7,1,906.0,2020,2,11,
"2020-02-11 15:00:00",26.3,0.0,24,10.1,1,821.0,2020,2,11,
"2020-02-11 16:00:00",25.9,0.0,23,16.9,1,673.0,2020,2,11,
"2020-02-11 17:00:00",24.1,0.0,22,26.1,1,457.0,2020,2,11,
"2020-02-11 18:00:00",22.2,0.0,32,22.7,1,221.0,2020,2,11,
"2020-02-11 19:00:00",19.1,0.0,37,15.1,0,22.0,2020,2,11,
"2020-02-11 20:00:00",16.2,0.0,47,8.0,0,0.0,2020,2,11,
"2020-02-11 21:00:00",17.6,0.0,43,2.1,0,0.0,2020,2,11,
"2020-02-11 22:00:00",15.9,0.0,48,2.2,0,0.0,2020,2,11,
"2020-02-11 23:00:00",11.2,0.0,63,7.6,0,0.0,2020,2,11,
"2020-02-12 00:00:00",11.2,0.0,62,7.2,0,0.0,2020,2,12,
"2020-02-12 01:00:00",10.5,0.0,65,7.4,0,0.0,2020,2,12,
"2020-02-12 02:00:00",10.1,0.0,65,7.7,0,0.0,2020,2,12,
"2020-02-12 03:00:00",9.2,0.0,66,8.8,0,0.0,2020,2,12,
"2020-02-12 04:00:00",8.1,0.0,70,10.3,0,0.0,2020,2,12,
"2020-02-12 05:00:00",8.3,0.0,69,9.1,0,0.0,2020,2,12,
"2020-02-12 06:00:00",7.7,0.0,70,8.7,0,0.0,2020,2,12,
"2020-02-12 07:00:00",7.1,0.0,72,5.8,0,0.0,2020,2,12,
"2020-02-12 08:00:00",10.7,0.0,57,0.7,1,64.0,2020,2,12,
"2020-02-12 09:00:00",14.6,0.0,49,7.7,1,301.0,2020,2,12,
"2020-02-12 10:00:00",17.4,0.0,43,9.2,1,546.0,2020,2,12,
"2020-02-12 11:00:00",20.2,0.0,35,7.9,1,747.0,2020,2,12,
"2020-02-12 12:00:00",22.7,0.0,28,6.0,1,887.0,2020,2,12,
"2020-02-12 13:00:00",24.4,0.0,21,2.8,1,953.0,2020,2,12,
"2020-02-12 14:00:00",25.4,0.0,18,9.0,1,942.0,2020,2,12,
"2020-02-12 15:00:00",25.3,0.0,19,15.6,1,849.0,2020,2,12,
"2020-02-12 16:00:00",24.1,0.0,23,20.5,1,681.0,2020,2,12,
"2020-02-12 17:00:00",22.1,0.0,31,22.8,1,462.0,2020,2,12,
"2020-02-12 18:00:00",20.2,0.0,37,20.3,1,220.0,2020,2,12,
"2020-02-12 19:00:00",17.0,0.0,47,17.7,0,22.0,2020,2,12,
"2020-02-12 20:00:00",15.8,0.0,49,10.5,0,0.0,2020,2,12,
"2020-02-12 21:00:00",13.0,0.0,57,10.0,0,0.0,2020,2,12,
"2020-02-12 22:00:00",11.7,0.0,58,9.5,0,0.0,2020,2,12,
"2020-02-12 23:00:00",13.9,0.0,39,6.9,0,0.0,2020,2,12,
"2020-02-13 00:00:00",10.0,0.0,40,6.6,0,0.0,2020,2,13,
"2020-02-13 01:00:00",9.7,0.0,43,3.6,0,0.0,2020,2,13,
"2020-02-13 02:00:00",9.4,0.0,48,4.2,0,0.0,2020,2,13,
"2020-02-13 03:00:00",8.3,0.0,51,4.1,0,0.0,2020,2,13,
"2020-02-13 04:00:00",12.4,0.0,36,5.3,0,0.0,2020,2,13,
"2020-02-13 05:00:00",12.0,0.0,36,3.6,0,0.0,2020,2,13,
"2020-02-13 06:00:00",11.5,0.0,41,3.2,0,0.0,2020,2,13,
"2020-02-13 07:00:00",11.4,0.0,40,2.5,0,0.0,2020,2,13,
"2020-02-13 08:00:00",11.6,0.0,41,1.6,1,63.0,2020,2,13,
"2020-02-13 09:00:00",15.1,0.0,35,4.7,1,298.0,2020,2,13,
"2020-02-13 10:00:00",17.5,0.0,33,8.8,1,541.0,2020,2,13,
"2020-02-13 11:00:00",19.7,0.0,30,9.4,1,741.0,2020,2,13,
"2020-02-13 12:00:00",21.7,0.0,27,8.1,1,879.0,2020,2,13,
"2020-02-13 13:00:00",23.4,0.0,25,5.1,1,945.0,2020,2,13,
"2020-02-13 14:00:00",24.2,0.0,26,5.1,1,881.0,2020,2,13,
"2020-02-13 15:00:00",24.0,0.0,27,9.7,1,783.0,2020,2,13,
"2020-02-13 16:00:00",23.5,0.0,25,20.3,1,639.0,2020,2,13,
"2020-02-13 17:00:00",22.3,0.0,24,22.3,1,451.0,2020,2,13,
"2020-02-13 18:00:00",21.1,0.0,27,14.8,1,193.0,2020,2,13,
"2020-02-13 19:00:00",18.1,0.0,33,7.9,0,21.0,2020,2,13,
"2020-02-13 20:00:00",16.9,0.0,43,9.1,0,0.0,2020,2,13,
"2020-02-13 21:00:00",15.7,0.0,62,9.8,0,0.0,2020,2,13,
"2020-02-13 22:00:00",13.9,0.0,72,7.1,0,0.0,2020,2,13,
"2020-02-13 23:00:00",11.8,0.0,83,7.0,0,0.0,2020,2,13,
"2020-02-14 00:00:00",12.8,0.0,77,2.6,0,0.0,2020,2,14,
"2020-02-14 01:00:00",10.3,0.0,90,6.0,0,0.0,2020,2,14,
"2020-02-14 02:00:00",11.0,0.0,85,3.3,0,0.0,2020,2,14,
"2020-02-14 03:00:00",10.2,0.0,90,1.8,0,0.0,2020,2,14,
"2020-02-14 04:00:00",9.8,0.0,92,1.8,0,0.0,2020,2,14,
"2020-02-14 05:00:00",7.6,0.0,95,6.1,0,0.0,2020,2,14,
"2020-02-14 06:00:00",9.4,0.0,87,1.9,0,0.0,2020,2,14,
"2020-02-14 07:00:00",9.1,0.0,90,2.8,0,0.0,2020,2,14,
"2020-02-14 08:00:00",10.1,0.0,84,3.3,1,61.0,2020,2,14,
"2020-02-14 09:00:00",12.7,0.0,73,6.4,1,290.0,2020,2,14,
"2020-02-14 10:00:00",15.6,0.0,61,8.0,1,536.0,2020,2,14,
"2020-02-14 11:00:00",18.5,0.0,49,11.3,1,733.0,2020,2,14,
"2020-02-14 12:00:00",21.0,0.0,36,11.2,1,850.0,2020,2,14,
"2020-02-14 13:00:00",22.5,0.0,30,10.3,1,862.0,2020,2,14,
"2020-02-14 14:00:00",22.9,0.0,30,10.5,1,778.0,2020,2,14,
"2020-02-14 15:00:00",22.9,0.0,32,14.6,1,668.0,2020,2,14,
"2020-02-14 16:00:00",20.8,0.0,41,15.1,1,496.0,2020,2,14,
"2020-02-14 17:00:00",20.9,0.0,40,6.5,1,303.0,2020,2,14,
"2020-02-14 18:00:00",19.9,0.0,46,11.5,1,165.0,2020,2,14,
"2020-02-14 19:00:00",18.4,0.0,52,1.1,0,14.0,2020,2,14,
