year,date,precipitation_hours,wind_speed_10m_max,temperature_2m_max,temperature_2m_min,rain_sum,shortwave_radiation_sum
2021,2021-02-11,0.0,23.6,21.6,6.9,0.0,22.85
2021,2021-02-12,0.0,22.6,20.1,4.8,0.0,22.19
2021,2021-02-13,0.0,28.0,20.2,2.3,0.0,25.07
2021,2021-02-14,0.0,24.8,24.1,2.3,0.0,25.37
2021,2021-02-15,0.0,22.5,24.2,1.3,0.0,25.69
2021,2021-02-16,0.0,27.9,23.8,3.3,0.0,25.58
2021,2021-02-17,0.0,20.2,24.9,3.6,0.0,23.27
2021,2021-02-18,0.0,13.8,26.4,4.2,0.0,25.69
2021,2021-02-19,0.0,17.9,24.2,4.6,0.0,24.75
2021,2021-02-20,0.0,14.3,25.2,8.4,0.0,25.46
2021,2021-02-21,0.0,17.3,25.4,6.0,0.0,23.88
2021,2021-02-22,0.0,21.2,25.3,8.6,0.0,23.96
2021,2021-02-23,0.0,20.6,24.9,6.3,0.0,25.02
2021,2021-02-24,0.0,23.9,26.4,8.2,0.0,25.49
2021,2021-02-25,0.0,16.1,27.0,6.4,0.0,25.63
2021,2021-02-26,0.0,19.3,27.9,8.7,0.0,26.03
2021,2021-02-27,0.0,19.2,27.9,9.5,0.0,25.22
2021,2021-02-28,0.0,24.0,28.5,10.8,0.0,25.41
2021,2021-03-01,0.0,16.8,29.2,13.0,0.0,25.32
2021,2021-03-02,8.0,16.9,25.8,13.3,2.5,21.47
2021,2021-03-03,0.0,14.5,26.8,10.1,0.0,24.34
2021,2021-03-04,0.0,14.1,28.2,12.8,0.0,26.25
2021,2021-03-05,0.0,15.3,27.9,10.4,0.0,24.94
2021,2021-03-06,7.0,18.0,24.4,11.2,0.8,19.99
2021,2021-03-07,1.0,22.9,26.8,8.3,0.1,23.66
2021,2021-03-08,0.0,18.2,25.0,7.8,0.0,24.96
2021,2021-03-09,0.0,23.6,25.7,7.2,0.0,26.45
2021,2021-03-10,0.0,21.8,27.4,9.5,0.0,27.94
2021,2021-03-11,0.0,13.4,27.3,9.1,0.0,26.72
2021,2021-03-12,0.0,14.5,27.3,9.4,0.0,25.12
2021,2021-03-13,0.0,20.9,28.0,8.0,0.0,27.12
2021,2021-03-14,0.0,15.5,27.8,10.1,0.0,24.49
2021,2021-03-15,1.0,17.5,27.3,10.1,0.4,26.02
2021,2021-03-16,0.0,21.9,27.8,10.0,0.0,26.25
2021,2021-03-17,0.0,15.3,25.8,9.0,0.0,24.3
2021,2021-03-18,1.0,14.5,22.8,11.4,0.1,20.47
2021,2021-03-19,2.0,17.7,23.9,9.2,0.3,24.62
2021,2021-03-20,0.0,16.0,24.2,9.2,0.0,23.74
2021,2021-03-21,2.0,24.0,23.0,8.1,0.3,22.02
2021,2021-03-22,0.0,24.4,27.0,9.2,0.0,27.09
2021,2021-03-23,0.0,23.7,27.6,9.6,0.0,27.12
2021,2021-03-24,0.0,26.8,28.7,7.7,0.0,29.18
2021,2021-03-25,0.0,21.2,28.9,8.6,0.0,29.21
2021,2021-03-26,0.0,20.1,28.2,9.8,0.0,28.12
2021,2021-03-27,0.0,20.5,28.5,10.9,0.0,27.21
2021,2021-03-28,1.0,35.3,30.5,12.5,0.1,28.1
2021,2021-03-29,1.0,13.4,26.1,12.5,0.1,23.58
2021,2021-03-30,0.0,12.3,27.6,10.4,0.0,27.8
2021,2021-03-31,0.0,28.2,28.7,11.6,0.0,28.66
2021,2021-04-01,5.0,31.1,25.1,10.9,1.9,26.27
2021,2021-04-02,0.0,23.2,25.0,9.0,0.0,22.42
2021,2021-04-03,0.0,19.4,26.0,8.4,0.0,28.89
2021,2021-04-04,0.0,18.7,25.9,7.7,0.0,27.99
2021,2021-04-05,0.0,14.5,26.5,8.4,0.0,25.3
2021,2021-04-06,4.0,27.0,24.4,9.1,6.5,22.71
2021,2021-04-07,4.0,15.6,25.3,8.6,1.0,26.65
2021,2021-04-08,1.0,13.8,26.3,10.0,0.2,25.35
2021,2021-04-09,0.0,34.0,27.8,10.1,0.0,24.5
2021,2021-04-10,0.0,19.5,28.3,10.0,0.0,27.83
2021,2021-04-11,0.0,17.7,26.9,10.0,0.0,24.48
2021,2021-04-12,1.0,11.9,27.4,11.6,0.1,24.61
2021,2021-04-13,5.0,21.3,26.0,12.3,2.8,20.97
2021,2021-04-14,2.0,12.3,26.9,10.4,0.4,23.55
2021,2021-04-15,0.0,28.5,27.0,10.8,0.0,24.35
2021,2021-04-16,0.0,18.5,28.1,12.0,0.0,25.7
2021,2021-04-17,0.0,26.3,29.2,12.1,0.0,28.57
2021,2021-04-18,0.0,24.3,28.8,10.1,0.0,30.19
2021,2021-04-19,0.0,21.5,28.2,7.9,0.0,30.13
2021,2021-04-20,0.0,26.2,27.9,8.1,0.0,29.52
2021,2021-04-21,0.0,20.6,28.1,11.4,0.0,29.46
2021,2021-04-22,0.0,19.6,27.8,9.6,0.0,26.43
2021,2021-04-23,0.0,20.9,28.3,11.9,0.0,27.0
2021,2021-04-24,0.0,21.5,29.6,11.8,0.0,26.38
2021,2021-04-25,2.0,20.0,28.0,13.4,0.3,22.42
2021,2021-04-26,0.0,28.1,27.4,12.6,0.0,21.75
2021,2021-04-27,0.0,18.9,29.5,12.5,0.0,25.46
2021,2021-04-28,5.0,24.0,28.6,13.3,3.6,23.99
2021,2021-04-29,3.0,21.6,29.6,11.6,0.3,26.5
2021,2021-04-30,9.0,21.0,26.5,12.8,2.9,24.06
2021,2021-05-01,5.0,14.8,24.7,11.5,0.8,24.26
2021,2021-05-02,0.0,20.8,26.7,10.3,0.0,26.97
2021,2021-05-03,0.0,25.8,26.8,10.6,0.0,30.11
2021,2021-05-04,0.0,14.5,27.7,9.6,0.0,27.93
2021,2021-05-05,10.0,15.6,25.8,11.9,33.9,22.27
2021,2021-05-06,8.0,28.0,25.0,12.9,13.3,25.36
2021,2021-05-07,8.0,15.2,24.1,12.4,1.5,23.63
2021,2021-05-08,0.0,11.4,23.9,10.9,0.0,25.28
2021,2021-05-09,0.0,12.6,24.4,13.5,0.0,21.4
2021,2021-05-10,6.0,9.4,23.9,13.6,2.0,20.4
2021,2021-05-11,12.0,14.2,22.6,12.8,9.8,19.32
2021,2021-05-12,12.0,25.1,23.2,11.4,48.0,20.45
2021,2021-05-13,15.0,17.3,20.6,10.0,5.1,17.35
2021,2021-05-14,11.0,12.2,20.9,12.6,2.9,20.91
2021,2021-05-15,1.0,9.4,22.3,12.0,0.1,21.27
2021,2021-05-16,6.0,15.5,21.6,11.7,5.3,21.51
2021,2021-05-17,5.0,20.3,21.8,10.4,0.7,22.53
2021,2021-05-18,3.0,24.9,22.9,10.0,0.3,24.45
2021,2021-05-19,3.0,18.6,24.1,8.8,0.4,26.15
2021,2021-05-20,1.0,12.5,23.9,6.8,0.2,28.88
2021,2021-05-21,0.0,23.7,25.2,8.9,0.0,27.58
2021,2021-05-22,0.0,24.8,25.9,9.3,0.0,28.58
2021,2021-05-23,1.0,16.6,24.8,10.8,0.1,23.48
2021,2021-05-24,5.0,23.7,25.6,13.2,4.1,22.69
2021,2021-05-25,0.0,13.5,27.3,13.0,0.0,24.9
2021,2021-05-26,4.0,15.5,26.7,13.7,0.5,24.41
2021,2021-05-27,1.0,11.5,26.1,14.9,0.7,26.5
2021,2021-05-28,0.0,22.5,28.0,12.2,0.0,29.51
2021,2021-05-29,0.0,16.1,28.7,11.4,0.0,27.33
2021,2021-05-30,0.0,14.8,28.4,13.9,0.0,26.73
2021,2021-05-31,1.0,16.1,27.2,14.2,0.1,25.07
2021,2021-06-01,3.0,15.5,25.9,12.5,0.3,24.96
2021,2021-06-02,18.0,16.9,20.5,14.6,17.6,14.1
2021,2021-06-03,21.0,12.6,21.3,12.9,31.5,19.21
2021,2021-06-04,15.0,9.9,20.2,14.0,11.0,17.87
2021,2021-06-05,8.0,12.9,19.8,13.2,2.8,18.01
2021,2021-06-06,3.0,12.4,22.3,14.1,0.3,20.32
2021,2021-06-07,0.0,9.3,24.5,14.4,0.0,27.92
2021,2021-06-08,1.0,18.9,24.0,11.9,0.1,26.68
2021,2021-06-09,9.0,17.4,23.2,12.8,4.4,25.17
2021,2021-06-10,4.0,22.1,23.7,11.8,1.4,24.84
2021,2021-06-11,11.0,10.0,19.4,11.5,5.9,15.88
2021,2021-06-12,12.0,10.4,20.2,13.2,12.1,16.37
2021,2021-06-13,24.0,15.5,18.5,13.6,36.1,12.8
2021,2021-06-14,23.0,12.5,19.0,13.3,37.1,15.97
2021,2021-06-15,16.0,16.3,20.9,13.0,3.1,22.5
2021,2021-06-16,8.0,17.9,21.9,11.1,2.4,26.55
2021,2021-06-17,14.0,14.3,20.6,12.4,14.3,18.81
2021,2021-06-18,18.0,14.4,18.0,11.1,11.7,10.99
2021,2021-06-19,10.0,21.7,20.9,12.0,2.3,20.06
2021,2021-06-20,6.0,6.9,23.5,11.5,3.4,23.81
2021,2021-06-21,1.0,13.0,23.2,11.3,2.0,25.41
2021,2021-06-22,10.0,11.2,23.0,14.7,6.7,20.76
2021,2021-06-23,10.0,12.0,21.0,13.4,11.0,19.7
2021,2021-06-24,19.0,11.9,21.9,12.6,11.7,22.52
2021,2021-06-25,18.0,17.5,20.3,12.8,28.2,21.29
2021,2021-06-26,1.0,18.7,19.9,12.1,0.1,18.5
2021,2021-06-27,18.0,14.6,18.6,12.2,12.5,11.21
2021,2021-06-28,24.0,7.2,18.7,12.3,13.3,11.97
2021,2021-06-29,19.0,8.9,19.6,12.2,15.0,16.26
2021,2021-06-30,15.0,9.8,18.9,13.5,10.1,17.53
2021,2021-07-01,23.0,10.1,18.5,13.5,24.4,10.43
2021,2021-07-02,24.0,10.3,19.7,13.4,26.9,14.54
2021,2021-07-03,22.0,8.9,18.5,12.8,27.3,13.49
2021,2021-07-04,5.0,9.4,20.0,9.9,5.0,20.76
2021,2021-07-05,6.0,12.1,22.0,9.8,7.4,23.83
2021,2021-07-06,3.0,13.2,21.5,11.0,1.7,23.01
2021,2021-07-07,10.0,8.7,20.7,13.5,6.2,21.23
2021,2021-07-08,14.0,11.9,20.7,13.2,22.3,16.94
2021,2021-07-09,13.0,12.6,21.6,13.4,6.6,18.75
2021,2021-07-10,16.0,10.2,21.9,13.6,11.1,23.84
2021,2021-07-11,4.0,11.9,21.9,12.5,1.3,23.38
2021,2021-07-12,4.0,8.6,21.0,9.3,2.4,25.18
2021,2021-07-13,22.0,11.0,20.8,13.3,18.9,19.94
2021,2021-07-14,16.0,11.0,20.4,11.4,10.8,22.4
2021,2021-07-15,22.0,11.2,18.7,12.6,20.4,16.22
2021,2021-07-16,3.0,15.4,22.5,12.7,3.0,24.08
2021,2021-07-17,5.0,15.5,20.4,12.3,0.5,19.31
2021,2021-07-18,5.0,12.2,21.7,9.7,1.3,24.43
2021,2021-07-19,11.0,10.2,22.3,11.7,4.3,26.66
2021,2021-07-20,6.0,9.5,21.6,13.4,5.0,23.38
2021,2021-07-21,10.0,16.9,21.0,13.5,5.3,22.4
2021,2021-07-22,22.0,14.1,20.9,13.0,20.6,23.91
2021,2021-07-23,4.0,11.7,22.2,10.2,0.5,24.66
2021,2021-07-24,3.0,10.2,22.7,9.2,1.7,27.36
2021,2021-07-25,7.0,15.6,21.8,9.5,3.2,26.95
2021,2021-07-26,7.0,7.9,21.8,11.6,6.8,24.2
2021,2021-07-27,4.0,14.1,21.8,11.9,0.8,24.26
2021,2021-07-28,16.0,8.6,20.6,13.5,5.8,17.62
2021,2021-07-29,13.0,10.0,22.2,13.6,7.3,22.92
2021,2021-07-30,12.0,11.2,21.9,12.1,15.8,20.75
2021,2021-07-31,8.0,9.4,20.9,12.9,6.8,22.87
2021,2021-08-01,11.0,11.9,21.1,12.5,11.7,22.14
2021,2021-08-02,8.0,14.0,22.4,13.5,7.4,23.28
2021,2021-08-03,12.0,9.4,19.7,13.6,16.9,14.4
2021,2021-08-04,21.0,14.2,21.0,13.3,25.7,18.85
2021,2021-08-05,17.0,11.3,21.4,13.1,10.9,19.79
2021,2021-08-06,23.0,9.5,21.6,13.6,32.2,20.83
2021,2021-08-07,20.0,9.0,20.2,12.7,16.6,21.0
2021,2021-08-08,20.0,16.9,21.0,13.3,21.6,20.04
2021,2021-08-09,18.0,8.1,21.2,12.6,5.1,24.35
2021,2021-08-10,8.0,11.5,22.1,11.9,1.3,24.71
2021,2021-08-11,12.0,7.1,19.8,12.2,4.4,22.11
2021,2021-08-12,9.0,10.0,20.8,11.7,6.0,25.2
2021,2021-08-13,11.0,10.9,20.7,12.5,13.1,21.78
2021,2021-08-14,13.0,10.9,19.8,13.2,9.1,21.05
2021,2021-08-15,8.0,16.8,21.4,13.3,1.7,26.52
2021,2021-08-16,11.0,11.9,22.2,12.6,4.5,23.66
2021,2021-08-17,12.0,8.6,21.6,13.5,20.3,18.74
2021,2021-08-18,2.0,10.0,22.5,14.1,0.2,22.32
2021,2021-08-19,10.0,15.0,22.9,13.2,2.7,24.61
2021,2021-08-20,6.0,17.9,21.9,9.8,1.1,23.7
2021,2021-08-21,18.0,16.0,19.2,12.6,41.4,9.06
2021,2021-08-22,20.0,14.1,21.1,12.7,15.7,21.73
2021,2021-08-23,8.0,14.2,20.8,11.5,1.0,24.22
2021,2021-08-24,15.0,11.7,19.5,12.2,7.5,16.25
2021,2021-08-25,12.0,15.9,21.8,12.4,2.0,23.89
2021,2021-08-26,12.0,15.0,20.9,12.1,3.6,22.01
2021,2021-08-27,7.0,12.5,19.2,11.1,2.2,12.23
2021,2021-08-28,12.0,9.5,20.3,12.2,5.2,11.3
2021,2021-08-29,12.0,9.3,19.3,10.1,2.3,12.24
2021,2021-08-30,18.0,10.3,21.2,12.9,15.7,18.9
2021,2021-08-31,18.0,11.9,20.2,13.2,13.2,17.92
2021,2021-09-01,22.0,6.2,18.6,13.3,25.4,11.91
2021,2021-09-02,24.0,7.9,19.5,13.4,31.5,11.96
2021,2021-09-03,23.0,9.5,20.0,12.7,32.8,17.75
2021,2021-09-04,20.0,11.2,21.3,13.7,19.5,23.59
2021,2021-09-05,20.0,8.8,21.8,12.9,18.3,21.73
2021,2021-09-06,21.0,12.5,19.0,13.5,34.1,15.48
2021,2021-09-07,15.0,7.9,18.7,13.1,19.5,17.79
2021,2021-09-08,10.0,11.6,19.4,12.2,8.9,20.48
2021,2021-09-09,16.0,14.2,20.3,12.8,4.1,20.55
2021,2021-09-10,17.0,14.7,19.0,12.8,6.2,20.47
2021,2021-09-11,7.0,14.3,19.6,10.8,0.7,20.69
2021,2021-09-12,16.0,13.0,19.3,12.5,13.4,16.01
2021,2021-09-13,13.0,19.3,21.1,13.1,6.6,19.71
2021,2021-09-14,9.0,12.6,22.1,12.5,3.9,22.49
2021,2021-09-15,16.0,8.7,21.6,12.2,4.7,21.55
2021,2021-09-16,13.0,9.0,21.8,13.0,12.7,21.52
2021,2021-09-17,19.0,14.6,21.4,12.3,18.2,19.1
2021,2021-09-18,14.0,11.8,20.3,13.8,16.3,19.2
2021,2021-09-19,23.0,12.0,19.9,13.1,41.9,16.56
2021,2021-09-20,10.0,8.3,20.6,12.1,9.1,22.49
2021,2021-09-21,13.0,17.2,22.6,12.7,7.2,23.09
2021,2021-09-22,6.0,16.2,21.2,12.3,1.8,23.88
2021,2021-09-23,9.0,10.9,18.9,8.5,2.3,19.02
2021,2021-09-24,6.0,9.8,19.9,12.0,1.0,21.58
2021,2021-09-25,7.0,11.1,21.5,11.4,0.8,20.93
2021,2021-09-26,12.0,11.0,20.6,12.4,12.5,21.45
2021,2021-09-27,13.0,8.7,20.6,12.7,12.7,20.5
2021,2021-09-28,10.0,8.2,20.6,11.1,7.8,19.98
2021,2021-09-29,14.0,7.0,20.4,12.3,11.3,18.52
2021,2021-09-30,17.0,9.2,20.7,12.6,7.4,19.03
2021,2021-10-01,13.0,8.9,20.7,11.2,6.5,20.62
2021,2021-10-02,10.0,11.3,20.7,12.5,4.5,19.97
2021,2021-10-03,16.0,14.5,20.9,13.3,7.0,19.62
2021,2021-10-04,21.0,14.8,19.7,13.2,8.4,17.87
2021,2021-10-05,21.0,16.0,19.9,12.5,9.2,19.46
2021,2021-10-06,22.0,15.8,18.7,12.9,12.6,16.83
2021,2021-10-07,0.0,19.0,20.8,11.3,0.0,22.45
2021,2021-10-08,0.0,15.6,20.2,9.3,0.0,20.42
2021,2021-10-09,14.0,10.0,21.0,9.8,3.8,19.98
2021,2021-10-10,2.0,9.2,23.2,10.2,0.2,23.03
2021,2021-10-11,1.0,10.8,22.8,12.7,0.1,23.1
2021,2021-10-12,0.0,15.8,24.5,9.9,0.0,25.0
2021,2021-10-13,0.0,10.0,24.1,8.1,0.0,24.55
2021,2021-10-14,0.0,22.0,22.5,10.4,0.0,23.76
2021,2021-10-15,0.0,14.3,22.9,9.5,0.0,24.88
2021,2021-10-16,6.0,21.7,21.9,9.4,0.7,20.8
2021,2021-10-17,16.0,14.8,18.7,10.8,3.6,14.36
2021,2021-10-18,0.0,11.6,19.4,8.5,0.0,21.28
2021,2021-10-19,0.0,11.4,21.3,8.8,0.0,22.73
2021,2021-10-20,3.0,8.5,20.8,10.9,6.7,20.29
2021,2021-10-21,5.0,14.5,22.0,12.9,0.5,18.99
2021,2021-10-22,15.0,11.9,20.2,11.8,3.9,16.56
2021,2021-10-23,6.0,12.2,19.7,10.5,6.6,15.03
2021,2021-10-24,14.0,10.4,20.6,11.6,12.0,18.76
2021,2021-10-25,3.0,10.9,21.9,10.5,0.7,16.08
2021,2021-10-26,1.0,15.8,23.8,8.1,0.1,22.89
2021,2021-10-27,2.0,14.3,23.2,8.4,0.3,21.91
2021,2021-10-28,7.0,15.9,21.2,10.1,15.6,18.84
2021,2021-10-29,2.0,14.4,19.9,9.3,2.9,17.08
2021,2021-10-30,2.0,11.7,20.2,10.2,1.1,21.45
2021,2021-10-31,1.0,11.5,20.6,8.1,0.1,19.9
2021,2021-11-01,2.0,17.3,20.3,9.0,0.2,19.53
2021,2021-11-02,0.0,13.8,21.0,7.3,0.0,22.54
2021,2021-11-03,0.0,11.3,20.9,6.6,0.0,22.08
2021,2021-11-04,0.0,14.2,20.3,7.7,0.0,22.61
2021,2021-11-05,0.0,11.6,20.1,5.2,0.0,21.62
2021,2021-11-06,0.0,17.9,19.8,5.3,0.0,22.9
2021,2021-11-07,0.0,13.9,20.4,5.3,0.0,22.18
2021,2021-11-08,0.0,14.3,21.4,6.6,0.0,22.01
2021,2021-11-09,0.0,14.7,21.3,9.2,0.0,22.71
2021,2021-11-10,0.0,10.4,22.7,6.5,0.0,22.24
2021,2021-11-11,0.0,11.6,21.6,7.1,0.0,22.03
2021,2021-11-12,0.0,13.7,19.6,5.0,0.0,22.67
2021,2021-11-13,1.0,20.0,18.7,5.0,0.1,21.03
2021,2021-11-14,5.0,11.7,19.0,6.0,0.5,19.55
2021,2021-11-15,0.0,17.0,19.7,6.7,0.0,20.71
2021,2021-11-16,0.0,12.0,20.2,4.8,0.0,19.32
2021,2021-11-17,0.0,17.2,20.8,5.2,0.0,19.8
2021,2021-11-18,0.0,18.9,21.2,6.4,0.0,19.36
2021,2021-11-19,10.0,17.7,17.8,10.2,3.0,13.98
2021,2021-11-20,0.0,12.8,20.3,7.5,0.0,18.68
2021,2021-11-21,0.0,11.1,20.8,8.6,0.0,17.95
2021,2021-11-22,9.0,20.2,21.1,9.0,1.5,14.81
2021,2021-11-23,8.0,10.2,19.2,10.3,5.2,15.27
2021,2021-11-24,0.0,8.9,19.3,7.8,0.0,16.26
2021,2021-11-25,1.0,14.0,20.4,9.7,0.2,17.64
2021,2021-11-26,4.0,12.4,20.7,8.8,1.8,17.77
2021,2021-11-27,0.0,11.3,21.4,5.1,0.0,19.49
2021,2021-11-28,0.0,17.6,21.3,7.4,0.0,19.77
2021,2021-11-29,0.0,12.6,21.9,9.6,0.0,20.14
2021,2021-11-30,0.0,10.0,22.0,7.9,0.0,20.25
2021,2021-12-01,0.0,16.9,21.6,8.1,0.0,17.76
2021,2021-12-02,0.0,14.0,21.2,5.9,0.0,20.71
2021,2021-12-03,0.0,11.4,21.6,6.1,0.0,20.56
2021,2021-12-04,0.0,12.8,22.1,5.9,0.0,20.62
2021,2021-12-05,0.0,9.4,22.5,4.6,0.0,20.03
2021,2021-12-06,0.0,8.7,23.3,7.3,0.0,20.29
2021,2021-12-07,0.0,13.9,23.8,4.6,0.0,20.4
2021,2021-12-08,0.0,10.3,23.5,8.5,0.0,20.11
2021,2021-12-09,0.0,7.4,23.0,7.3,0.0,19.91
2021,2021-12-10,0.0,10.9,22.8,7.8,0.0,20.02
2021,2021-12-11,0.0,16.9,22.0,6.6,0.0,20.37
2021,2021-12-12,0.0,11.7,20.6,5.5,0.0,17.31
2021,2021-12-13,0.0,10.0,22.0,9.2,0.0,19.75
2021,2021-12-14,0.0,11.4,21.5,8.5,0.0,19.21
2021,2021-12-15,0.0,9.7,21.7,7.6,0.0,19.43
2021,2021-12-16,0.0,9.4,22.0,7.1,0.0,19.34
2021,2021-12-17,0.0,9.5,20.8,6.1,0.0,16.86
2021,2021-12-18,0.0,9.4,20.9,7.5,0.0,17.27
2021,2021-12-19,1.0,12.4,21.4,9.1,0.1,17.43
2021,2021-12-20,1.0,9.8,20.0,6.3,0.1,16.09
2021,2021-12-21,0.0,9.8,20.2,7.9,0.0,17.87
2021,2021-12-22,0.0,9.9,21.1,7.5,0.0,20.29
2021,2021-12-23,0.0,11.2,21.6,7.4,0.0,20.22
2021,2021-12-24,0.0,11.8,23.4,6.6,0.0,20.09
2021,2021-12-25,0.0,19.1,23.6,9.0,0.0,20.34
2021,2021-12-26,0.0,10.4,24.0,6.8,0.0,20.74
2021,2021-12-27,0.0,18.3,24.4,7.7,0.0,20.26
2021,2021-12-28,0.0,15.9,23.2,5.8,0.0,19.82
2021,2021-12-29,0.0,23.3,24.1,3.9,0.0,20.61
2021,2021-12-30,0.0,12.3,23.5,4.9,0.0,20.41
2021,2021-12-31,0.0,12.2,23.6,5.7,0.0,20.46
2022,2022-01-01,0.0,10.3,23.1,6.2,0.0,20.63
2022,2022-01-02,0.0,29.7,22.9,8.9,0.0,20.44
2022,2022-01-03,0.0,10.1,21.6,6.9,0.0,18.95
2022,2022-01-04,0.0,11.3,23.6,8.8,0.0,20.51
2022,2022-01-05,0.0,11.8,23.8,8.3,0.0,19.74
2022,2022-01-06,2.0,24.0,23.4,8.4,1.1,18.3
2022,2022-01-07,0.0,18.8,22.5,6.1,0.0,16.26
2022,2022-01-08,4.0,11.4,21.2,5.6,2.2,18.07
2022,2022-01-09,0.0,13.0,21.3,5.7,0.0,19.54
2022,2022-01-10,8.0,19.1,18.1,6.4,1.0,14.72
2022,2022-01-11,4.0,16.1,17.6,8.7,0.4,14.13
2022,2022-01-12,0.0,12.7,19.8,4.0,0.0,19.83
2022,2022-01-13,0.0,13.8,19.9,6.0,0.0,19.16
2022,2022-01-14,0.0,14.1,20.4,5.0,0.0,21.54
2022,2022-01-15,0.0,14.3,19.8,5.0,0.0,19.71
2022,2022-01-16,1.0,17.3,18.9,4.8,0.2,15.21
2022,2022-01-17,1.0,11.9,18.9,5.8,1.4,18.73
2022,2022-01-18,0.0,12.2,20.7,3.9,0.0,20.49
2022,2022-01-19,0.0,13.3,21.5,6.1,0.0,19.62
2022,2022-01-20,1.0,13.4,21.0,9.0,0.1,16.8
2022,2022-01-21,1.0,23.1,19.3,9.8,0.1,13.81
2022,2022-01-22,6.0,16.6,21.8,5.4,0.9,19.3
2022,2022-01-23,0.0,18.3,21.4,4.5,0.0,19.63
2022,2022-01-24,0.0,22.5,20.4,5.1,0.0,17.92
2022,2022-01-25,0.0,19.1,22.4,4.8,0.0,21.02
2022,2022-01-26,0.0,15.7,22.2,5.2,0.0,21.77
2022,2022-01-27,0.0,20.2,22.9,5.6,0.0,20.12
2022,2022-01-28,0.0,24.1,21.7,6.6,0.0,21.26
2022,2022-01-29,2.0,13.9,20.5,5.4,0.2,19.87
2022,2022-01-30,0.0,15.3,21.9,6.1,0.0,21.38
2022,2022-01-31,0.0,19.6,23.5,6.0,0.0,20.28
2022,2022-02-01,0.0,22.1,24.1,6.1,0.0,22.24
2022,2022-02-02,1.0,20.3,23.5,5.4,0.8,22.77
2022,2022-02-03,1.0,15.6,22.3,5.4,0.3,22.07
2022,2022-02-04,0.0,21.9,22.9,5.2,0.0,23.03
2022,2022-02-05,2.0,13.3,20.9,2.9,0.9,20.89
2022,2022-02-06,0.0,23.0,21.6,6.1,0.0,19.77
2022,2022-02-07,4.0,10.7,19.8,5.4,2.3,18.12
2022,2022-02-08,5.0,13.2,18.8,5.9,1.1,20.25
2022,2022-02-09,0.0,16.8,19.8,3.1,0.0,22.25
2022,2022-02-10,0.0,23.4,20.6,3.2,0.0,22.51
2022,2022-02-11,0.0,23.4,20.3,1.6,0.0,24.19
2022,2022-02-12,0.0,18.0,20.5,5.7,0.0,18.98
2022,2022-02-13,0.0,16.7,18.1,8.3,0.0,15.02
2022,2022-02-14,3.0,20.8,20.1,6.1,4.1,18.49
2022,2022-02-15,1.0,8.8,20.0,8.2,0.5,19.0
2022,2022-02-16,0.0,14.0,21.8,7.1,0.0,20.79
2022,2022-02-17,0.0,12.6,24.0,5.6,0.0,24.01
2022,2022-02-18,1.0,12.4,24.4,8.7,0.1,24.31
2022,2022-02-19,3.0,12.2,24.0,6.0,0.4,23.8
2022,2022-02-20,0.0,13.4,24.2,5.6,0.0,24.16
2022,2022-02-21,0.0,18.7,25.6,7.8,0.0,24.02
2022,2022-02-22,0.0,13.9,26.2,8.8,0.0,24.52
2022,2022-02-23,0.0,23.8,27.0,10.0,0.0,25.46
2022,2022-02-24,0.0,18.2,25.9,6.6,0.0,25.27
2022,2022-02-25,0.0,20.5,24.7,9.8,0.0,24.21
2022,2022-02-26,0.0,16.6,25.5,8.1,0.0,25.08
2022,2022-02-27,0.0,19.6,24.3,9.1,0.0,26.52
2022,2022-02-28,0.0,19.3,22.7,3.7,0.0,26.9
2022,2022-03-01,0.0,18.0,24.6,9.0,0.0,26.74
2022,2022-03-02,0.0,22.2,25.8,9.1,0.0,27.07
2022,2022-03-03,0.0,19.9,26.2,10.8,0.0,25.85
2022,2022-03-04,0.0,15.5,25.8,7.2,0.0,25.48
2022,2022-03-05,2.0,11.5,24.9,7.6,0.6,24.84
2022,2022-03-06,0.0,14.3,25.0,9.7,0.0,23.26
2022,2022-03-07,2.0,16.9,25.4,10.0,0.4,21.23
2022,2022-03-08,1.0,21.9,24.2,8.9,0.1,24.52
2022,2022-03-09,0.0,27.9,25.4,6.7,0.0,27.19
2022,2022-03-10,0.0,23.9,25.7,8.6,0.0,27.6
2022,2022-03-11,0.0,19.9,27.8,6.0,0.0,27.64
2022,2022-03-12,0.0,26.0,25.5,6.0,0.0,26.83
2022,2022-03-13,0.0,18.8,26.2,5.5,0.0,26.16
2022,2022-03-14,1.0,21.4,26.9,9.3,0.1,24.6
2022,2022-03-15,3.0,20.2,25.4,9.1,5.5,22.24
2022,2022-03-16,6.0,12.5,24.6,8.7,0.9,24.78
2022,2022-03-17,3.0,12.7,24.1,7.9,0.9,23.57
2022,2022-03-18,0.0,15.9,25.3,8.3,0.0,24.57
2022,2022-03-19,0.0,10.8,25.1,8.5,0.0,24.95
2022,2022-03-20,0.0,9.2,24.3,7.9,0.0,23.58
2022,2022-03-21,4.0,16.9,25.0,9.4,0.5,25.93
2022,2022-03-22,0.0,17.7,25.5,7.6,0.0,24.3
2022,2022-03-23,0.0,21.8,25.8,7.1,0.0,28.7
2022,2022-03-24,0.0,18.0,25.7,5.7,0.0,28.62
2022,2022-03-25,0.0,20.8,24.9,8.5,0.0,26.86
2022,2022-03-26,0.0,20.7,24.9,6.9,0.0,27.7
2022,2022-03-27,0.0,13.7,26.5,9.1,0.0,26.85
